lat,lon,custo,nome
40.71075,-73.95773,154.0,Entire 2 Bedroom Apartment in Williamsburg
40.73231,-73.98469,154.0,Big Bright E Village 2BR (Baby Nursery)
40.83249,-73.94466,210.0,Private Studio Near Columbia Presbyterian Hospital
40.71923,-73.9582,238.0,"Luxury Williamsburg, Brooklyn LOFT"
40.74101,-74.00006,154.0,Chelsea/West Village - 2bdrm apt
40.6446,-73.94184,154.0,Spacious Townhome Apartment
40.71881,-73.9879,154.0,Chic + Stylish room in heart of LowerEastSide NYC!
40.6974983215332,-73.97722625732422,125.0,2 bedroom apartment in charming brick townhouse
40.7167,-73.95014,154.0,Williamsburg 1300 sq ft 3 bedroom
40.68096,-73.94062,63.0,Large  Loft Style  Studio  Space
40.68511,-73.91927,162.0,Hancock Town House!-Stuyvesant Mews
40.74389,-74.00068,173.0,Chelsea living Private room
40.71174,-73.95798,154.0,Prime Williamsburg 3 BR with Deck
40.79864,-73.96209,310.0,Nice Manhattan Apt Near Central Park and Subway
40.68478,-73.9066,154.0,Private Stay In Peaceful Artist Apartment
40.68194,-73.99708,154.0,"3 BR, Beautiful Brooklyn Duplex"
40.65891,-73.98556,175.0,"Brooklyn- sunny, quiet, homelike-Park Slope South"
40.60602,-73.97076,231.0,Very close to Downtown Awesome Private Apartment
40.79179,-73.93972,154.0,The Happy home!
40.68877615321917,-73.97762359693657,105.0,"Fort Greene, Brooklyn: Front Bedroom"
40.74937,-73.99467,154.0,Chelsea studio with balcony & views
40.72852,-73.95655,154.0,spacious room
40.7751,-73.98595,2500.0,Luxury 2Bed/2.5Bath Central Park View
40.67545,-73.96096,101.0,Cosy Sunny 1brm in Prospect Heights
40.74088,-73.99538,154.0,"PRIME, Luxury, Spacious 2 Bedroom Apt in Chelsea"
40.74045,-73.9749,150.0,Spacious Private Jr. One Bedroom Near NYU Hospital
40.72113,-73.98213,175.0,High-end doorman bldg in the LES
40.78959,-73.94705,143.0,Cozy entire studio Apartment
40.73862,-73.99758,154.0,Comfort at Crossroads of Downtown
40.73345,-73.98809,154.0,UNION SQUARE/ E. VILL 1BR BEAUTIFUL
40.6879299,-73.97646399999999,154.0,"Fort Greene, Brooklyn: Back Bedroom"
40.76263,-73.99401,179.0,Hell's Kitchen Funky 80s Hideaway!
40.74907,-74.00281,154.0,Room in Chic Modern High Line Luxury- New!
40.66941,-73.94988,154.0,Spacious & Comfy BK Brownstone
40.67914,-73.96443,154.0,Lovely Brooklyn Brownstone 1BR!
40.66836,-73.98166,130.0,Beautiful Grdn. Apt. in Park Slope
40.74697296939259,-74.00178397023312,129.0,Presence Guest Room - Chelsea NYC
40.83338,-73.94326,86.0,"Cheerful, comfortable room"
40.65468,-73.95721,60.0,Covid Clean since '11!
40.6767158,-73.9818207,105.0,"Sunny, Large, Park Slope Bedroom"
40.67635,-73.96108,125.0,Solo Travelers Private Garden XL Studio
40.82553,-73.94511,154.0,Litas New York Apartments - Analita's Suite
40.67466,-73.97853,190.0,Serene Park Slope Garden Apartment
40.68702,-73.94917,154.0,Cozy and spacious - rare for NYC!
40.76922,-73.95648,154.0,Beautiful UES apartment
40.687,-73.96149,398.0,St. James Place 1.5-2bdrm 1block to PRATT & Gtrain
40.68339,-73.94034,185.0,Ideal Brooklyn Brownstone Apartment
40.6878,-73.97253,154.0,"Sunny, Spacious Studio in Ft.Greene"
40.5847,-73.94088,65.0,Bright Modern Charming Housebarge
40.71955,-73.95471,154.0,Central Bedford Avenue Apartment
40.73933410644531,-73.9248046875,68.0,"Subway, City View, Elevator, Large Private Room"
40.73814,-74.00811,98.0,Charming Greenwich Village share
40.67828,-73.98414,154.0,Quiet One Bedroom in Park Slope
40.71681594848633,-73.98969268798828,220.0,Master Bedroom - Unbelievably RARE Penthouse Oasis
40.60742,-74.14388,154.0,New Clean Spacious Bed & Breakfast
40.69062,-73.97354,183.0,Spacious & Sunny Safe Haven
40.61933,-74.03208,80.0,Long term fully furnished apartment.
40.80592,-73.95172,61.0,Your Haven in the Upper West Side
40.61943,-73.99232,106.0,"Wonderful Studio In Brooklyn, NY!!!"
40.81553,-73.95438,154.0,"Lovely Bdr in Harlem, Manhattan"
40.68788,-73.95014,154.0,Lovely HUGE Master Bed + Study
40.7401,-74.00019,159.0,BEST DEAL IN CHELSEA 1 bdrm NYC
40.67319,-73.96804,150.0,Lovely Apartment
40.71085,-73.96672,180.0,Charming Loft Studio with Patio
40.61019,-74.06757,87.0,Cozy multi-leveled apartment!
40.78764,-73.97274,150.0,Great studio apt near Central Park
40.68563832502508,-73.92470229417086,160.0,"Your Haven Awaits At ""Emma's Place"""
40.68098,-73.94023,154.0,Beautiful Brownstone
40.79147,-73.94629,127.0,Monthly Apartment Rental
40.67144,-73.76501,154.0,(D) BIG DEAL
40.68518847176618,-73.94268839549034,108.0,"Lovely pied-à-terre, in an historic building"
40.72113,-73.95658,154.0,Stunning 1 BR Loft Williamsburg Bedford L
40.70132,-73.90883,83.0,rooms for rent in Queens with piano
40.66386,-73.98519,288.0,HUGE Sunny Duplex Loft with Garden
40.74168,-74.00339,154.0,LARGE ARTSY Room w/ Loft Bed 4 DOOGLERS!
40.75408,-73.97071,142.0,Stylish Studio with exclusive Terrace
40.72113,-73.98442,158.0,"LES private 1 bd apt, walk to *everthing*"
40.70252,-73.98296,154.0,"HUGE, modern 2-LEVEL Brooklyn apt"
40.77539,-73.91709,250.0,Astoria Garden Suite
40.8666,-73.90061,43.0,Nice Bedroom near Manhattan for 2 pers
40.68927,-73.95439,154.0,Brooklyn Brownstone home share
40.73693,-73.98129,154.0,"Sweet Apt, Steps From Gramercy Park"
40.73756,-73.9535,352.0,Loft Suite
40.69913,-73.93107,95.0,"Bushwick, private bedroom private bathroom lux"
40.85099,-73.92822,154.0,At a very nice area in the WestSide
40.71065,-73.94102,185.0,"Sunny, Modern 1 BR in E. Williamsburg"
40.68532,-73.91881,99.0,HANCOCK VERY SMALL ROOM
40.71643,-73.99931,154.0,SPACIOUS PRIVATE LITTLE ITALY FLAT
40.78615,-73.97394,115.0,Private Bdrm /Bath 1 block Ctrl Prk
40.67882,-73.97224,154.0,"""BEST PLACE TO LIVE"" in NYC, North Park Slope"
40.66161712766098,-73.99192061645073,180.0,"Spacious, modern private suite in large apartment"
40.73756,-73.9535,352.0,Loft Suite
40.73756,-73.9535,352.0,Loft Suite
40.68928,-73.93908,200.0,"Bright, Bedstuy Gem"
40.71937,-73.98387,218.0,Curated 1BR on the prettiest block of the LES
40.73054,-74.00613,154.0,"Our NY home, Greenwich Village apt"
40.71569,-73.93716,154.0,Long term stay Master BDRM/Art Studio in BK
40.71051,-74.01724,154.0,*Unique Master BR in Battery Park!*
40.72254,-74.01074,154.0,TriBeCa Amazing River View Loft 3BR
40.82176,-73.94522,124.0,Cozy&Clean in a great neighborhood
40.79632,-73.97643,248.0,Contemporary & Classic Sanctuary on the Hudson
40.76253,-73.98365,154.0,Studio sublet in Hell's kitchen
